itemType,id,number,branch,cluster,subcluster,title,fileCount,isDraft,likelyDuplicate,duplicateByTitleCount,duplicateByFileSetCount,duplicateByCommitCount,clusterDisposition,cleanupDecision,cleanupReason
pr,PR#94,94,bolt-memory-optimization-2706888848393998072,Bolt,memory,⚡ Bolt: Optimize MemoryManager expiration with Min-Heap,2,True,False,0,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#95,95,palette-skip-link-9277097823990309816,Palette,skip_link,Add accessible Skip to Content link,5,True,True,1,3,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#96,96,sentinel-fix-hardcoded-secret-solana-1568087213360806544,Solana/Ethereum,blockchain,🛡️ Sentinel: [CRITICAL] Fix hardcoded private key in Solana contract manager,2,True,True,0,4,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#97,97,sentinel-xss-fix-13545425307252449808,Sentinel,xss,🛡️ Sentinel: Fix Stored XSS in Event Ingestion,2,True,True,0,2,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#98,98,bolt/optimize-keyword-extraction-12424665956431383870,Event Pipeline / Integrations,integrations,⚡ Bolt: Optimize keyword extraction,3,True,False,0,0,0,candidate follow-up task,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#99,99,palette-skip-link-16942158476639863538,Palette,skip_link,Add Skip to Content Link,5,True,True,2,3,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#100,100,bolt-optimize-keywords-heapq-9316639758459471555,Event Pipeline / Integrations,integrations,⚡ Bolt: Optimize keyword extraction with heapq,2,True,True,0,2,0,candidate follow-up task,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#101,101,palette-skip-link-18214462126448498892,Palette,skip_link,Add Skip to Content Link,6,True,True,2,1,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#102,102,bolt-knowledge-base-optimization-747398631657476118,Bolt,knowledge_base,⚡ Bolt: Optimize KnowledgeBase retrieval methods,1,True,True,0,3,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#103,103,palette-skip-link-7268249817512410800,Palette,skip_link,Add accessible Skip to Content link,6,True,True,1,1,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#104,104,sentinel-xss-fix-3245507546280847048,Sentinel,xss,🛡️ Sentinel: [CRITICAL/HIGH] Fix XSS vulnerability in event ingestion,2,True,True,0,2,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#108,108,palette-ux-fix-skip-link-1158544930180096464,Palette,skip_link,🎨 Fix broken 'Skip to content' link target,2,True,True,0,3,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#109,109,bolt-kb-heap-optimization-2991149502993500805,Bolt,knowledge_base,⚡ Bolt: Optimize KnowledgeBase retrieval with heapq,2,True,True,0,1,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#110,110,sentinel-fix-eth-leak-15056472117839812900,Solana/Ethereum,blockchain,🛡️ Sentinel: Fix information leak in Ethereum contract manager,2,True,False,0,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#111,111,palette-ux-fix-skip-link-13334106688925214882,Palette,skip_link,🎨 Palette: Fix broken 'Skip to content' link,3,True,True,2,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#112,112,bolt-memory-optimization-4186426160361128159,Bolt,memory,⚡ Bolt: Optimize MemoryManager eviction to O(1),3,True,False,0,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#113,113,sentinel-api-validation-6675012327141779541,Sentinel,input_validation,🛡️ Sentinel: [HIGH] Add input validation to API endpoints,4,True,False,0,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#114,114,palette-skip-link-fix-6517619891190616260,Palette,skip_link,🎨 Palette: Fix skip-to-content link & add visual polish,3,True,True,0,1,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#115,115,bolt-kb-optimization-6031646638309913815,Bolt,knowledge_base,⚡ Bolt: Optimize KnowledgeBase retrieval using heapq,4,True,False,0,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#116,116,sentinel-input-validation-fix-11165276134219097005,Sentinel,input_validation,🛡️ Sentinel: [HIGH] Fix missing input validation in API endpoints,4,True,False,0,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#117,117,palette-ux-fix-skip-link-10533955804613160608,Palette,skip_link,"🎨 Palette: Fix broken ""Skip to content"" link",2,True,True,2,3,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#118,118,bolt-optimize-kb-recent-entries-2971803268308079864,Bolt,knowledge_base,⚡ Bolt: Optimize KnowledgeBase.get_recent_entries,2,True,True,0,1,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#119,119,sentinel-fix-xss-ingestion-13335322750244801575,Sentinel,xss,🛡️ Sentinel: [HIGH] Fix XSS vulnerability in event ingestion,2,True,True,0,2,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#120,120,bolt-optimize-prioritization-10267616262586992553,Event Pipeline / Integrations,integrations,⚡ Bolt: Optimize event prioritization loop,1,True,False,0,0,0,candidate follow-up task,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#121,121,palette-skip-link-fix-12025285390623159168,Palette,skip_link,🎨 Palette: Fix broken skip link and polish stream placeholder,3,True,True,0,1,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#122,122,sentinel-api-validation-2849219881441936158,Sentinel,input_validation,🛡️ Sentinel: Add API Input Validation,4,True,False,0,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#123,123,sentinel-security-fix-input-validation-15454313581290640899,Sentinel,input_validation,🛡️ Sentinel: Fix API Input Validation & Range Limits,4,True,False,0,0,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#124,124,palette-ux-fix-skip-link-15947715567041495745,Palette,skip_link,🎨 Palette: Fix broken Skip to Content link,2,True,True,2,3,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
pr,PR#125,125,palette-skip-link-fix-6033682961336460305,Palette,skip_link,🎨 Palette: Fix broken skip-to-content link accessibility,2,True,True,0,3,0,partially absorbed,close_pr_and_delete_branch,stale/redundant bot PR; intent archived in consolidated report
orphan_remote_branch,origin,,origin,Other,other,"feat: consolidate Sentinel, Bolt, and Palette fixes",,,,,,,not absorbed but stale,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/bolt-memory-optimization-3335938590306578285,,bolt-memory-optimization-3335938590306578285,Bolt,batch_concurrency,⚡ Bolt: Optimize MemoryManager LRU eviction,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/bolt-memory-optimization-3661332415857398603,,bolt-memory-optimization-3661332415857398603,Bolt,batch_concurrency,⚡ Bolt: optimize MemoryManager LRU eviction (O(N) -> O(1)),,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/bolt-memory-optimization-6704617728803819196,,bolt-memory-optimization-6704617728803819196,Bolt,batch_concurrency,⚡ Bolt: Optimize MemoryManager eviction to O(1),,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/bolt-optimize-prioritization-13493612321908252632,,bolt-optimize-prioritization-13493612321908252632,Bolt,prioritization,perf: Optimize event prioritization loop,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/bolt-optimize-prioritization-5672661080323089963,,bolt-optimize-prioritization-5672661080323089963,Bolt,prioritization,perf: Hoist datetime.utcnow() out of prioritization loop,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/bolt-optimize-prioritization-6380958044875084006,,bolt-optimize-prioritization-6380958044875084006,Bolt,prioritization,⚡ Bolt: Optimize event prioritization scoring,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/bolt-optimize-prioritization-7336114829044909301,,bolt-optimize-prioritization-7336114829044909301,Bolt,prioritization,perf: Optimize event prioritization loop,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/bolt-optimize-prioritization-7356961250093272274,,bolt-optimize-prioritization-7356961250093272274,Bolt,prioritization,⚡ Bolt: Optimize event prioritization performance,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/bolt-solana-rewards-optimization-9591221933058126356,,bolt-solana-rewards-optimization-9591221933058126356,Solana/Ethereum,blockchain,⚡ Optimize Solana rewards with batching and concurrent execution,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/bolt/gzip-compression-5409770298334154604,,bolt/gzip-compression-5409770298334154604,Bolt,batch_concurrency,⚡ Bolt: Add GZip compression and optimize middleware,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/copilot/cleanup-prs-and-branches,,copilot/cleanup-prs-and-branches,Other,other,Initial plan,,,,,,,not absorbed but stale,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/copilot/deep-clean-open-prs,,copilot/deep-clean-open-prs,Other,other,"feat: Complete Phase 3 - All 118 branches archived, deletion scripts ready",,,,,,,not absorbed but stale,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/copilot/init-repo-ai-agent-framework,,copilot/init-repo-ai-agent-framework,Other,other,docs: Add quick start guide for developers,,,,,,,not absorbed but stale,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/copilot/merge-and-clean-open-prs,,copilot/merge-and-clean-open-prs,Other,other,Initial plan,,,,,,,not absorbed but stale,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/copilot/review-and-merge-open-prs,,copilot/review-and-merge-open-prs,Other,other,"fix: Address code review feedback - CSS transitions, CORS whitespace, query filtering, commit refs",,,,,,,not absorbed but stale,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/copilot/sub-pr-2,,copilot/sub-pr-2,Other,other,Merge branch 'roadmap-planning-295738438326256003' into copilot/sub-pr-2,,,,,,,not absorbed but stale,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/entity-extraction-integration-15283262572406109902,,entity-extraction-integration-15283262572406109902,Event Pipeline / Integrations,integrations,Integrate entity extraction into event processing pipeline,,,,,,,candidate follow-up task,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/event-pipeline-sentiment-integration-8442152911833457510,,event-pipeline-sentiment-integration-8442152911833457510,NLP,nlp,Integrate NLPProcessor into EventProcessor for sentiment enrichment,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/feat-topic-classification-1602949834639004941,,feat-topic-classification-1602949834639004941,Other,other,feat: Implement topic classification in NLPProcessor,,,,,,,not absorbed but stale,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/feat/consolidated-sprint-cleanup,,feat/consolidated-sprint-cleanup,Other,other,"feat: consolidate Sentinel, Bolt, and Palette fixes",,,,,,,not absorbed but stale,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/feature-solana-reward-distribution-221878350629160170,,feature-solana-reward-distribution-221878350629160170,Solana/Ethereum,blockchain,Implement distribute_rewards in SolanaContractManager,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/impl-bridge-to-solana-12915195272763430553,,impl-bridge-to-solana-12915195272763430553,Solana/Ethereum,blockchain,Implement bridge_to_solana in EthereumContractManager,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/integrate-achievement-system-5609865225371716711,,integrate-achievement-system-5609865225371716711,Event Pipeline / Integrations,integrations,Integrate Achievements API with backend Achievement System,,,,,,,candidate follow-up task,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/integrate-agent-creation-9388869547199653607,,integrate-agent-creation-9388869547199653607,Event Pipeline / Integrations,integrations,Implement create_agent endpoint in backend API,,,,,,,candidate follow-up task,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/integrate-rewards-api-7005174066698413264,,integrate-rewards-api-7005174066698413264,Event Pipeline / Integrations,integrations,Integrate rewards API with blockchain manager,,,,,,,candidate follow-up task,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/integrate-staking-api-11257994998497099074,,integrate-staking-api-11257994998497099074,Event Pipeline / Integrations,integrations,Integrate staking API with SolanaContractManager,,,,,,,candidate follow-up task,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/integrate-user-system-2826508287370219006,,integrate-user-system-2826508287370219006,Event Pipeline / Integrations,integrations,Integrate API users with gamification and leaderboard systems,,,,,,,candidate follow-up task,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/integrate-user-system-6595990450779411585,,integrate-user-system-6595990450779411585,Event Pipeline / Integrations,integrations,Integrate Users API with Gamification and Leaderboard systems,,,,,,,candidate follow-up task,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/integrate-voting-create-session-13670297730782240535,,integrate-voting-create-session-13670297730782240535,Event Pipeline / Integrations,integrations,Integrate create session API with Voting Engine,,,,,,,candidate follow-up task,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/merge-consolidated-features-15399876699212378483,,merge-consolidated-features-15399876699212378483,Other,other,"Merge 70+ open PRs across Security, Performance, UI, and Blockchain",,,,,,,not absorbed but stale,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/palette-fix-skip-link-target-10216515391014222814,,palette-fix-skip-link-target-10216515391014222814,Palette,skip_link,feat(ui): add target attributes for skip-to-content link,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/palette-fix-skip-to-content-9550480325590498398,,palette-fix-skip-to-content-9550480325590498398,Palette,skip_link,fix(frontend): add target ID for skip-to-content link,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/palette-skip-link-fix-14150090721261770244,,palette-skip-link-fix-14150090721261770244,Palette,skip_link,🎨 Palette: Fix broken 'Skip to content' link,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/palette-skip-link-fix-14734612257074472736,,palette-skip-link-fix-14734612257074472736,Palette,skip_link,feat(a11y): Fix broken 'Skip to content' link target,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/palette-skip-link-fix-6720054691880859458,,palette-skip-link-fix-6720054691880859458,Palette,skip_link,fix(frontend): repair broken skip-to-content link,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/palette-skip-to-content-580194086454761172,,palette-skip-to-content-580194086454761172,Palette,skip_link,feat(a11y): implement skip to content target in main page,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/palette-ux-fix-skip-link-521498374733253583,,palette-ux-fix-skip-link-521498374733253583,Palette,skip_link,Fix broken 'Skip to content' link in frontend,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/palette-ux-fix-skip-link-6732384854670473358,,palette-ux-fix-skip-link-6732384854670473358,Palette,skip_link,🎨 Palette: Fix broken 'Skip to content' link,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/palette-ux-fix-skip-link-7601764385987138970,,palette-ux-fix-skip-link-7601764385987138970,Palette,skip_link,Fix accessibility: connect skip-to-content link to main content,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/palette-ux-fix-skip-link-9542977290690432020,,palette-ux-fix-skip-link-9542977290690432020,Palette,skip_link,fix(a11y): repair broken skip-to-content link,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/roadmap-planning-295738438326256003,,roadmap-planning-295738438326256003,Other,other,Merge pull request #106 from ivviiviivvi/copilot/sub-pr-2,,,,,,,not absorbed but stale,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/sentinel-blockchain-input-validation-577135085908212638,,sentinel-blockchain-input-validation-577135085908212638,Sentinel,input_validation,Fix: Add strict input validation to blockchain API requests,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/sentinel-input-validation-6340723368095334752,,sentinel-input-validation-6340723368095334752,Sentinel,input_validation,🛡️ Sentinel: Fix Input Validation in API models,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/sentinel-rate-limit-713839585790603080,,sentinel-rate-limit-713839585790603080,Sentinel,cors,feat(security): add Rate Limit middleware,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/sentinel-rate-limit-fix-7493302866160368581,,sentinel-rate-limit-fix-7493302866160368581,Sentinel,cors,feat: add rate limiting middleware and fix agent class duplication,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/sentinel-security-fix-input-validation-blockchain-1033216043639133572,,sentinel-security-fix-input-validation-blockchain-1033216043639133572,Sentinel,input_validation,feat(api): Add Pydantic input validation to Blockchain and Voting APIs,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/sentinel-validation-fix-3894715094923364651,,sentinel-validation-fix-3894715094923364651,Sentinel,input_validation,🛡️ Sentinel: Add strict Pydantic validation to API models,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/sentinel-validation-fix-5538584028716075959,,sentinel-validation-fix-5538584028716075959,Sentinel,input_validation,feat(security): enforce Pydantic validation on API models,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/sentinel/fix-agent-validation-1230991844772212931,,sentinel/fix-agent-validation-1230991844772212931,Sentinel,input_validation,🛡️ Sentinel: [HIGH] Fix corrupted agent file and add input validation,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/sentinel/fix-input-validation-security-11364443604861322340,,sentinel/fix-input-validation-security-11364443604861322340,Sentinel,input_validation,feat(security): implement strict input validation for blockchain and voting APIs,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/sentinel/input-validation-1265214094437659959,,sentinel/input-validation-1265214094437659959,Sentinel,input_validation,Add Pydantic validation to API models and fix corrupted Agent class,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
orphan_remote_branch,origin/web3-connection-setup-5885644749125138261,,web3-connection-setup-5885644749125138261,Solana/Ethereum,blockchain,Initialize Ethereum Web3 connection,,,,,,,partially absorbed,delete_branch,orphan remote branch in zeroing cleanup scope
